timestamp,endpoint,requests_total,errors_total,latency_sum_ms_total,latency_count_total
2026-03-07T14:26:21.000Z,/api/normal,196,0,259.65,196
2026-03-07T14:26:21.000Z,/api/slow,60,10,74834.37,60
2026-03-07T14:26:21.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:22.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:22.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:22.000Z,/api/normal,196,0,259.65,196
2026-03-07T14:26:22.000Z,/api/slow,60,10,74834.37,60
2026-03-07T14:26:22.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:23.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:23.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:23.000Z,/api/normal,196,0,259.65,196
2026-03-07T14:26:23.000Z,/api/slow,60,10,74834.37,60
2026-03-07T14:26:23.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:24.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:24.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:24.000Z,/api/normal,196,0,259.65,196
2026-03-07T14:26:24.000Z,/api/slow,60,10,74834.37,60
2026-03-07T14:26:24.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:25.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:25.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:25.000Z,/api/normal,198,0,277.67,198
2026-03-07T14:26:25.000Z,/api/slow,63,11,81094.46,63
2026-03-07T14:26:25.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:26.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:26.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:26.000Z,/api/normal,198,0,277.67,198
2026-03-07T14:26:26.000Z,/api/slow,63,11,81094.46,63
2026-03-07T14:26:26.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:27.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:27.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:27.000Z,/api/normal,198,0,277.67,198
2026-03-07T14:26:27.000Z,/api/slow,63,11,81094.46,63
2026-03-07T14:26:27.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:28.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:28.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:28.000Z,/api/normal,198,0,277.67,198
2026-03-07T14:26:28.000Z,/api/slow,63,11,81094.46,63
2026-03-07T14:26:28.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:29.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:29.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:29.000Z,/api/normal,198,0,277.67,198
2026-03-07T14:26:29.000Z,/api/slow,63,11,81094.46,63
2026-03-07T14:26:29.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:30.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:30.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:30.000Z,/api/normal,198,0,277.67,198
2026-03-07T14:26:30.000Z,/api/slow,63,11,81094.46,63
2026-03-07T14:26:30.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:31.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:31.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:31.000Z,/api/normal,198,0,277.67,198
2026-03-07T14:26:31.000Z,/api/slow,64,12,87101.05,64
2026-03-07T14:26:31.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:32.000Z,/api/db,13,0,169.14,13
2026-03-07T14:26:32.000Z,/api/error,14,14,27.02,14
2026-03-07T14:26:32.000Z,/api/normal,208,0,298.15,208
2026-03-07T14:26:32.000Z,/api/slow,65,12,87439.51,65
2026-03-07T14:26:32.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:33.000Z,/api/db,13,0,169.14,13
2026-03-07T14:26:33.000Z,/api/error,14,14,27.02,14
2026-03-07T14:26:33.000Z,/api/normal,208,0,298.15,208
2026-03-07T14:26:33.000Z,/api/slow,65,12,87439.51,65
2026-03-07T14:26:33.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:34.000Z,/api/db,13,0,169.14,13
2026-03-07T14:26:34.000Z,/api/error,14,14,27.02,14
2026-03-07T14:26:34.000Z,/api/normal,208,0,298.15,208
2026-03-07T14:26:34.000Z,/api/slow,65,12,87439.51,65
2026-03-07T14:26:34.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:35.000Z,/api/db,13,0,169.14,13
2026-03-07T14:26:35.000Z,/api/error,14,14,27.02,14
2026-03-07T14:26:35.000Z,/api/normal,208,0,298.15,208
2026-03-07T14:26:35.000Z,/api/slow,65,12,87439.51,65
2026-03-07T14:26:35.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:36.000Z,/api/db,13,0,169.14,13
2026-03-07T14:26:36.000Z,/api/error,14,14,27.02,14
2026-03-07T14:26:36.000Z,/api/normal,208,0,298.15,208
2026-03-07T14:26:36.000Z,/api/slow,65,12,87439.51,65
2026-03-07T14:26:36.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:37.000Z,/api/db,13,0,169.14,13
2026-03-07T14:26:37.000Z,/api/error,14,14,27.02,14
2026-03-07T14:26:37.000Z,/api/normal,208,0,298.15,208
2026-03-07T14:26:37.000Z,/api/slow,65,12,87439.51,65
2026-03-07T14:26:37.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:38.000Z,/api/db,13,0,169.14,13
2026-03-07T14:26:38.000Z,/api/error,14,14,27.02,14
2026-03-07T14:26:38.000Z,/api/normal,212,0,312.57,212
2026-03-07T14:26:38.000Z,/api/slow,66,13,93450.29,66
2026-03-07T14:26:38.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:39.000Z,/api/db,14,0,173.48,14
2026-03-07T14:26:39.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:39.000Z,/api/normal,218,0,324.21,218
2026-03-07T14:26:39.000Z,/api/slow,69,13,94139.94,69
2026-03-07T14:26:39.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:40.000Z,/api/db,14,0,173.48,14
2026-03-07T14:26:40.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:40.000Z,/api/normal,223,0,331.64,223
2026-03-07T14:26:40.000Z,/api/slow,71,13,94763.92,71
2026-03-07T14:26:40.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:41.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:41.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:41.000Z,/api/normal,234,0,389.82,234
2026-03-07T14:26:41.000Z,/api/slow,72,13,94999.35,72
2026-03-07T14:26:41.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:42.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:42.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:42.000Z,/api/normal,238,0,396.39,238
2026-03-07T14:26:42.000Z,/api/slow,74,13,95694.43,74
2026-03-07T14:26:42.000Z,/api/validate,7,3,124.13,7
2026-03-07T14:26:43.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:43.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:43.000Z,/api/normal,250,0,414.66,250
2026-03-07T14:26:43.000Z,/api/slow,77,13,96653.85,77
2026-03-07T14:26:43.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:44.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:44.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:44.000Z,/api/normal,253,0,423.32,253
2026-03-07T14:26:44.000Z,/api/slow,79,13,97467.79,79
2026-03-07T14:26:44.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:45.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:45.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:45.000Z,/api/normal,254,0,425.82,254
2026-03-07T14:26:45.000Z,/api/slow,79,13,97467.79,79
2026-03-07T14:26:45.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:46.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:46.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:46.000Z,/api/normal,254,0,425.82,254
2026-03-07T14:26:46.000Z,/api/slow,79,13,97467.79,79
2026-03-07T14:26:46.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:47.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:47.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:47.000Z,/api/normal,254,0,425.82,254
2026-03-07T14:26:47.000Z,/api/slow,79,13,97467.79,79
2026-03-07T14:26:47.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:48.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:48.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:48.000Z,/api/normal,254,0,425.82,254
2026-03-07T14:26:48.000Z,/api/slow,79,13,97467.79,79
2026-03-07T14:26:48.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:49.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:49.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:49.000Z,/api/normal,254,0,425.82,254
2026-03-07T14:26:49.000Z,/api/slow,79,13,97467.79,79
2026-03-07T14:26:49.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:50.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:50.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:50.000Z,/api/normal,265,0,446.13,265
2026-03-07T14:26:50.000Z,/api/slow,81,14,102755.03,81
2026-03-07T14:26:50.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:51.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:51.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:51.000Z,/api/normal,269,0,454.87,269
2026-03-07T14:26:51.000Z,/api/slow,83,14,103440.41,83
2026-03-07T14:26:51.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:52.000Z,/api/db,16,0,183.26,16
2026-03-07T14:26:52.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:52.000Z,/api/normal,273,0,461.9,273
2026-03-07T14:26:52.000Z,/api/slow,86,14,104387.11,86
2026-03-07T14:26:52.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:53.000Z,/api/db,17,0,189.23,17
2026-03-07T14:26:53.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:53.000Z,/api/normal,276,0,475.95,276
2026-03-07T14:26:53.000Z,/api/slow,88,14,104884.41,88
2026-03-07T14:26:53.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:54.000Z,/api/db,17,0,189.23,17
2026-03-07T14:26:54.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:54.000Z,/api/normal,276,0,475.95,276
2026-03-07T14:26:54.000Z,/api/slow,88,14,104884.41,88
2026-03-07T14:26:54.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:55.000Z,/api/db,17,0,189.23,17
2026-03-07T14:26:55.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:55.000Z,/api/normal,276,0,475.95,276
2026-03-07T14:26:55.000Z,/api/slow,88,14,104884.41,88
2026-03-07T14:26:55.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:56.000Z,/api/db,17,0,189.23,17
2026-03-07T14:26:56.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:56.000Z,/api/normal,276,0,475.95,276
2026-03-07T14:26:56.000Z,/api/slow,88,14,104884.41,88
2026-03-07T14:26:56.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:57.000Z,/api/db,17,0,189.23,17
2026-03-07T14:26:57.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:57.000Z,/api/normal,276,0,475.95,276
2026-03-07T14:26:57.000Z,/api/slow,88,14,104884.41,88
2026-03-07T14:26:57.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:58.000Z,/api/db,17,0,189.23,17
2026-03-07T14:26:58.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:58.000Z,/api/normal,276,0,475.95,276
2026-03-07T14:26:58.000Z,/api/slow,88,14,104884.41,88
2026-03-07T14:26:58.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:26:59.000Z,/api/db,17,0,189.23,17
2026-03-07T14:26:59.000Z,/api/error,15,15,28.15,15
2026-03-07T14:26:59.000Z,/api/normal,276,0,475.95,276
2026-03-07T14:26:59.000Z,/api/slow,88,14,104884.41,88
2026-03-07T14:26:59.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:00.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:00.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:00.000Z,/api/normal,278,0,484.27,278
2026-03-07T14:27:00.000Z,/api/slow,89,15,111895.61,89
2026-03-07T14:27:00.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:01.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:01.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:01.000Z,/api/normal,283,0,492.36,283
2026-03-07T14:27:01.000Z,/api/slow,92,15,112851.62,92
2026-03-07T14:27:01.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:02.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:02.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:02.000Z,/api/normal,283,0,492.36,283
2026-03-07T14:27:02.000Z,/api/slow,92,15,112851.62,92
2026-03-07T14:27:02.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:03.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:03.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:03.000Z,/api/normal,283,0,492.36,283
2026-03-07T14:27:03.000Z,/api/slow,92,15,112851.62,92
2026-03-07T14:27:03.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:04.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:04.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:04.000Z,/api/normal,283,0,492.36,283
2026-03-07T14:27:04.000Z,/api/slow,92,15,112851.62,92
2026-03-07T14:27:04.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:05.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:05.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:05.000Z,/api/normal,283,0,492.36,283
2026-03-07T14:27:05.000Z,/api/slow,92,15,112851.62,92
2026-03-07T14:27:05.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:06.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:06.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:06.000Z,/api/normal,283,0,492.36,283
2026-03-07T14:27:06.000Z,/api/slow,92,15,112851.62,92
2026-03-07T14:27:06.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:07.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:07.000Z,/api/error,15,15,28.15,15
2026-03-07T14:27:07.000Z,/api/normal,283,0,492.36,283
2026-03-07T14:27:07.000Z,/api/slow,93,16,118862.42,93
2026-03-07T14:27:07.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:08.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:08.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:08.000Z,/api/normal,293,0,510.64,293
2026-03-07T14:27:08.000Z,/api/slow,94,16,119159.92,94
2026-03-07T14:27:08.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:09.000Z,/api/db,17,0,189.23,17
2026-03-07T14:27:09.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:09.000Z,/api/normal,297,0,518.08,297
2026-03-07T14:27:09.000Z,/api/slow,96,16,119989.55,96
2026-03-07T14:27:09.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:10.000Z,/api/db,18,0,192.23,18
2026-03-07T14:27:10.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:10.000Z,/api/normal,304,0,538.9,304
2026-03-07T14:27:10.000Z,/api/slow,99,16,120848.45,99
2026-03-07T14:27:10.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:11.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:11.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:11.000Z,/api/normal,307,0,540.72,307
2026-03-07T14:27:11.000Z,/api/slow,101,16,121850.55,101
2026-03-07T14:27:11.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:12.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:12.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:12.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:12.000Z,/api/slow,105,16,122455.86,105
2026-03-07T14:27:12.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:13.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:13.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:13.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:13.000Z,/api/slow,105,16,122455.86,105
2026-03-07T14:27:13.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:14.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:14.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:14.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:14.000Z,/api/slow,105,16,122455.86,105
2026-03-07T14:27:14.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:15.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:15.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:15.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:15.000Z,/api/slow,105,16,122455.86,105
2026-03-07T14:27:15.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:16.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:16.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:16.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:16.000Z,/api/slow,105,16,122455.86,105
2026-03-07T14:27:16.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:17.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:17.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:17.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:17.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:17.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:18.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:18.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:18.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:18.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:18.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:19.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:19.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:19.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:19.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:19.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:20.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:20.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:20.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:20.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:20.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:21.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:21.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:21.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:21.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:21.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:22.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:22.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:22.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:22.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:22.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:23.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:23.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:23.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:23.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:23.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:24.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:24.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:24.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:24.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:24.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:25.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:25.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:25.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:25.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:25.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:26.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:26.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:26.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:26.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:26.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:27.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:27.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:27.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:27.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:27.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:28.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:28.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:28.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:28.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:28.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:29.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:29.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:29.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:29.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:29.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:30.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:30.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:30.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:30.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:30.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:31.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:31.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:31.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:31.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:31.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:32.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:32.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:32.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:32.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:32.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:33.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:33.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:33.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:33.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:33.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:34.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:34.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:34.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:34.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:34.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:35.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:35.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:35.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:35.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:35.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:36.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:36.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:36.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:36.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:36.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:37.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:37.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:37.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:37.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:37.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:38.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:38.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:38.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:38.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:38.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:39.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:39.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:39.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:39.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:39.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:40.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:40.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:40.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:40.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:40.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:41.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:41.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:41.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:41.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:41.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:42.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:42.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:42.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:42.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:42.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:43.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:43.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:43.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:43.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:43.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:44.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:44.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:44.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:44.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:44.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:45.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:45.000Z,/api/error,16,16,29.97,16
2026-03-07T14:27:45.000Z,/api/normal,318,0,547.71,318
2026-03-07T14:27:45.000Z,/api/slow,106,17,127471.27,106
2026-03-07T14:27:45.000Z,/api/validate,8,4,132.24,8
2026-03-07T14:27:46.000Z,/api/db,20,0,213.77,20
2026-03-07T14:27:46.000Z,/api/error,16,16,29.97,16
